"sensorDeployID","stationID","sensorID","tsStart","tsEnd","type","status","region","photo","group","comments"
2875,10400,1587,"1367280000","1368230400","SENSORGNOME",1,"US.OH","NULL","NULL","NULL"
2878,11260,1589,"1458838800","1523145540","SENSORGNOME",1,"US.SC","NULL","2","Six antenna array on old fire tower"
2882,11051,1163,"1440633600","1453334400","SENSORGNOME",1,"US.VA","NULL","2","Port 1 and 3 switched on re-deployment"
2884,11051,1163,"1458086400","1460505600","SENSORGNOME",1,"US.VA","NULL","2","NULL"
2893,11127,1320,"1436791200","1446819360","LOTEKSRX600",1,"US.OH","NULL","1","NULL"
2894,11132,1324,"1435147260","1446125280","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
2895,11133,1325,"1435147260","1446125040","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
2897,11184,1592,"1435752000","1446913320","LOTEKSRX800",1,"US.OH","NULL","1","NULL"
2899,11077,1593,"1458259200","1462924800","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup"
2900,11054,1400,"1458301500","1627076700","LOTEKSRX800",1,"US.MA","NULL","NULL",""
2901,11625,1401,"1458166800","1466620200","SENSORGNOME",1,"US.MA","NULL","NULL","attached to fence post at summit of mountain "
2902,11005,1405,"1458313200","1487955780","LOTEKSRX800",1,"US.MA","NULL","NULL",""
2905,11627,1598,"1449014400","1561725900","SENSORGNOME",1,"CA.NB","NULL","1","transferred from ECAUKS - mounted on observation deck - AC power"
2906,10101,1599,"1449014400","1549065540","SENSORGNOME",1,"NULL","NULL","1","mounted on chimney; Was dismantled during roof work in 2019 :("
2907,11293,1318,"1458306000","1475110800","LOTEKSRX-DL",1,"US.OH","NULL","1","RUBL/BCNH Projects"
2911,11296,1322,"1457691120","1612051200","LOTEKSRX-DL",1,"US.MI","NULL","1","BCNH/RUBL Project"
2912,11116,1326,"1457514900","1457514960","LOTEKSRX-DL",1,"US.OH","NULL","1","BCNH/RUBL Projects"
2913,11619,1321,"1457514600","1621555140","LOTEKSRX600",1,"US.OH","NULL","1","BCNH/RUBL Project"
2914,11264,1319,"1457776860","1476830880","LOTEKSRX-DL",1,"US.OH","NULL","1","BCNH/RUBL Projects"
2915,11127,1320,"1457787900","1463580000","LOTEKSRX600",1,"US.OH","NULL","1","BCNH/RUBL Projects"
2916,11184,1592,"1458298800","1458298860","LOTEKSRX800",1,"US.OH","NULL","1","BCNH/RUBL Projects"
2917,11318,1326,"1457704800","1554508740","LOTEKSRX-DL",1,"US.MI","NULL","1","BCNH/RUBL Projects"
2918,10864,1604,"1458604800","1462665600","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup"
2919,10865,1605,"1459123200","1462924800","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup"
2920,11313,1606,"1459123200","1472601600","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, two sections extended. Tower guyed in three directions at ~18ft, NOT FULLY EXTENDED.  Tower on dock out on water.  Antennas are 8-element HyGain from Telonics, Inc. AC Powered"
2921,10867,1607,"1459209600","1463011200","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup"
2922,10863,1608,"1459382400","1462924800","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup"
2924,11449,402,"1459468800","1460650500","SENSORGNOME",1,"CA.ON","NULL","9","Fell down early February. Fixed April 1.panel and battery stolen April14. Cartaker: Chris Harris harris2c@uwindsor.ca"
2925,12241,442,"1458765000","1460128800","SENSORGNOME",1,"CA.NS","NULL","1","New solar panel charge controller attached. Too dark to determine if problem was solved, but battery voltage did increase by 0.1v. Antennae had moved 10 degr. CCW since last visit and "
2927,11037,462,"1456857900","1461715200","SENSORGNOME",1,"CA.NS","NULL","1","Tower mostly raised, but stuck due to rust. Pass code needed to enter community. Battery is linked directly to household power. Tree fell very near to tower (broke guy wire) and others may follow. "
2928,11308,463,"1458660600","1575477600","SENSORGNOME",1,"CA.NS","NULL","1","Dec 4 2019: LMA. All same as below. Changed out funcube for port 1, moved to ports 2 and 3 in USB hub. Missing 3/9 guy wires, two are on the same side. Absolute miracle that this tower still stands. Ended deployment due to antenna direction and ports[BR][BR]Ap"
2930,11091,473,"1458756000","1461760200","SENSORGNOME",1,"CA.NS","NULL","1","Ant. had moved to 340,140,230 since last visit (top to bottom). Lower ant. and L-bolt tightened to mast. Slant in tower fixed."
2932,11011,471,"1456948800","1459936800","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. SensorGnome acting funny, needs replacing. Ant. did not move over winter, but had shifted since raising. L-bolt tightened."
2933,11177,466,"1457042400","1461785400","SENSORGNOME",1,"CA.NS","NULL","1","Raised. Antennae did not move over winter. May have lost orange screwdriver here."
2936,11560,1446,"1457292600","1461189600","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Lower antennae moved to 220 degrees over winter."
2937,11002,457,"1457299800","1480517400","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Stopped collecting data on Feb 21 and no web interface upon plugin, but reboot seemed to fix issue. Three cables replaced. apr 21 inner guys replaced, re-imaged with feb 2016 software"
2938,11084,448,"1457368200","1468694400","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Lower L-bolt is slipping - use vice grips. apr 21 - re-imaged with feb 2016 software, guy-wires tightened, blocks under action packer"
2939,11025,474,"1457442000","1461868800","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Battery terminals were very loose, perhaps not even connected. Connections tightened. SG, solar panel works."
2940,11494,447,"1457449200","1479991800","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Second antenna was positioned lower than previously denoted."
2941,11601,1490,"1458662400","1461183600","SENSORGNOME",1,"CA.NS","NULL","1","Lower ant. shifted to 230 over winter"
2942,11607,449,"1458831600","1461792480","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised. Ant. shifted to 60 and 240 degrees over winter. L-bolt slipping (use vice grips). Sensorgnome acting funny - should be replaced."
2943,11393,1609,"1459497600","1460378940","SENSORGNOME",1,"CA.NB","NULL","1","Take over from Julie Paquet (CWS) - replaced BB with 4002BBK1650 at end of deployment"
2944,11471,1610,"1459497600","1463662800","SENSORGNOME",1,"CA.NB","NULL","1","Tower take over from Julie Paquet (CWS)"
2946,11100,1611,"1459870800","1466017200","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
2947,11049,1535,"1460129700","1472373000","SENSORGNOME",1,"DE.SH","NULL","1","third deployment"
2948,11073,1536,"1460129820","1480075200","SENSORGNOME",1,"DE.SH","NULL","1","third deployment"
2949,11380,1537,"1460129940","1480420800","SENSORGNOME",1,"DE.SH","NULL","1","third deployment"
2950,11575,1538,"1460126400","1480420800","SENSORGNOME",1,"DE.SH","NULL","1","NULL"
2951,11256,1612,"1459895220","1580936400","SENSORGNOME",1,"PA.PN","NULL","NULL","attached to railing on observation deck"
2952,11060,1613,"1460132460","1580832000","SENSORGNOME",1,"PA.CL","NULL","NULL","mounted on roof of marine lab"
2953,11439,1614,"1458579600","1504791000","SENSORGNOME",1,"US.FL","NULL","1","On communications tower attached to FWS building"
2954,11303,1615,"1458648000","1504714500","SENSORGNOME",1,"US.FL","NULL","1",""
2955,11523,1616,"1458662400","1504727100","SENSORGNOME",1,"US.FL","NULL","1","Attached to horse barn."
2956,11047,1617,"1458903600","1504708200","SENSORGNOME",1,"US.FL","NULL","1","Attached to communications tower."
2957,11186,1618,"NULL","NULL","SENSORGNOME",0,"NULL","NULL","NULL","NULL"
2958,11186,1619,"NULL","NULL","SENSORGNOME",0,"NULL","NULL","NULL","NULL"
2960,11186,1621,"NULL","NULL","SENSORGNOME",0,"NULL","NULL","NULL","NULL"
2961,11186,1622,"NULL","NULL","SENSORGNOME",0,"NULL","NULL","NULL","NULL"
2962,11004,483,"1460297340","1478981100","SENSORGNOME",1,"CA.NB","NULL","1","raised and re-imaged with Feb 2016 software, moved GPS inside"
2964,11319,684,"1460320200","1479648000","SENSORGNOME",1,"CA.NB","NULL","1",""
2965,11393,1624,"1460378940","1463603400","SENSORGNOME",1,"CA.NB","NULL","1","rubbermaid cracked on top, water in box, needs to be updated. Has new BB and Feb 2016 software update"
2966,11419,1294,"1460404020","1479651900","SENSORGNOME",1,"CA.NB","NULL","1","tower raised to full height Jul 20 - was at 5m before"
2967,11542,460,"1460388600","1467904620","SENSORGNOME",1,"CA.NB","NULL","1","raised and re-imaged with feb 2016 data, 3 new inner guy-wires"
2968,11081,1625,"1460640840","1478955720","SENSORGNOME",1,"CA.NB","NULL","1","replaced bottom two antenna, re-imaged feb 2016 software, replaced inner guy-wires"
2969,11061,1492,"1460648400","1478960100","SENSORGNOME",1,"CA.NB","NULL","1","raised tower, replaced inner guy-wires, re-imaged with feb 2016 software"
2971,11028,1273,"1460820600","1469022000","SENSORGNOME",1,"CA.NB","NULL","1","Tower had blown over, replaced bottom antenna, raised tower halfway, replaced all guy-wires, re-imaged with feb 2016 software, raised partway, wood placed under action packer and hole drilled"
2972,11082,1180,"1460836800","1566999000","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 data. Could not raise - both L-bolts had rusted shut, gps moved inside, wood placed under action packer and hole drilled"
2973,11664,1415,"1461008700","1485129600","SENSORGNOME",1,"US.NY","NULL","9","online, new mast. Jan 23 - tower had fallen over"
2974,11011,1626,"1459951200","1480609800","SENSORGNOME",1,"CA.NS","NULL","1","SensorGnome replaced due to intermittent data collection. 14/04 visit showed no issues with new SG. Apr 22: re-imaged with feb 2016 software, 2 inner guys replaced with SS"
2976,10676,1628,"1460730600","1461083700","SENSORGNOME",1,"US.PA","NULL","2","NULL"
2977,11312,1192,"1460903400","1468953600","SENSORGNOME",1,"CA.NS","NULL","1","tower raised, feb 2016 software updated, all guy-wires replaced, action packer on wood"
2978,11096,452,"1460851260","1468939200","SENSORGNOME",1,"CA.NS","NULL","1","raised tower, re-imaged with feb 2016 software, replaced inner guy-wires, action packer on wood"
2979,11436,441,"1460921400","1468878000","SENSORGNOME",1,"CA.NS","NULL","1","NULL"
2981,11010,1629,"1460930400","1468873800","SENSORGNOME",1,"CA.NS","NULL","1","antenna raised, re-imaged with feb 2016 software, inner guy-wires replaced, action packer on wood"
2983,11382,1630,"1460505600","1471996800","SENSORGNOME",1,"US.TX","NULL","NULL","Wired to internet and power. "
2984,11226,1631,"1460332800","1501200000","SENSORGNOME",1,"US.TX","NULL","NULL","Just above roofline on beachfront house. May become connected to power.[BR][BR]At some point the antennas drifted to 270, 150, and 360, they were reset on 2016-04-16"
2985,12248,1632,"1460419200","1503705600","SENSORGNOME",1,"US.TX","NULL","2",""
2986,11411,1418,"1447286400","1461016140","SENSORGNOME",1,"US.PA","NULL","9","lowered for winter"
2987,11411,1418,"1461016140","1481760000","SENSORGNOME",1,"US.PA","NULL","9","raised, wifi connected"
2988,11554,1633,"1461079800","1617732300","SENSORGNOME",1,"US.PA","NULL","9","mounted on railing, wired directly to power"
2990,10921,1635,"1460814540","1481587200","SENSORGNOME",1,"US.IN","NULL","NULL","all Indiana towers are custom made antennas. Not sure which port is which on this one, antennas weren't labelled"
2991,10922,1636,"1460824500","1481587200","SENSORGNOME",1,"US.IN","NULL","NULL","NULL"
2992,10923,1637,"1460842500","1490745600","SENSORGNOME",1,"US.IN","NULL","NULL","EMAIL BEFORE VISIT!! CODE IS 1-3-1-4. BB removed. mounted on top of communications tower, SG wired directly to power"
2993,10924,1638,"1460848800","1465603200","SENSORGNOME",1,"US.IN","NULL","NULL","fell over at some point due to lawnmower prior to last check"
2994,11284,1639,"1460853540","1460900100","SENSORGNOME",1,"US.IN","NULL","NULL","SG was having issues, replaced with another one and fixed before deployment at PresqueIsle"
2995,11284,1640,"1460900100","1481587200","SENSORGNOME",1,"US.IN","NULL","NULL","coax cables had been chewed by mice at some point before final isit"
2996,10925,1641,"1460914020","1481587200","SENSORGNOME",1,"US.IN","NULL","NULL","NULL"
2997,10926,1642,"1460920620","1481673600","SENSORGNOME",1,"US.IN","NULL","NULL","NULL"
2998,10927,1643,"1460927460","1481673600","SENSORGNOME",1,"US.IN","NULL","NULL","NULL"
2999,10928,1644,"1460932680","1481673600","SENSORGNOME",1,"US.KY","NULL","NULL","NULL"
3000,10929,1645,"1460939460","1465603200","SENSORGNOME",1,"US.OH","NULL","NULL","Tower fell over sometime prior to last check"
3001,10866,1646,"1460764800","1463011200","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, fully extended is 31'3''. Tower guyed in three directions.  Antennas are 8-element HyGain from Telonics, Inc. Solar powered setup. Antenna #5 funcube added on 4/17/16"
3002,11524,1647,"1459555200","1460678400","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, one section extended. Tower sitting on a 10ft deck; guyed at 8.5 ft. in three directions.  Antennas are 5-element HyGain from Telonics, Inc. AC powered"
3003,11524,1647,"1460678400","1462752000","SENSORGNOME",1,"US.FL","NULL","NULL","ROHN 40 EZ-UP mast, two sections extended. Tower sitting on a 10ft deck; guyed at two levels in three directions.  Antennas are 8-element HyGain from Telonics, Inc. AC powered."
3004,11023,686,"1460152260","1461322140","SENSORGNOME",1,"CA.ON","NULL","9","NULL"
3005,11425,1363,"1460151960","1584057540","SENSORGNOME",1,"CA.ON","NULL","9","2020-05-01. Tower has fallen down since last visit (2020-01-09), estimated on 2020-03-12 (ended deployment). Very little damage though. Antennas and mast are fine. One cable needs to be replaced as it tore out when the tower fell. The other is fine but wou"
3006,12121,1651,"1460678400","1470355200","SENSORGNOME",1,"US.LA","NULL","1","Replaced sensorgnome with Lotek SRX800D on 5 Aug 2016"
3007,10676,1628,"1461328200","1504094400","SENSORGNOME",1,"US.PA","NULL","2",""
3009,11023,686,"1461340500","1479254400","SENSORGNOME",1,"CA.ON","NULL","9","NULL"
3011,11549,1413,"1460982000","1480174800","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, inner guy-wires replaced with SS, action packer on wood with hole"
3012,11371,1447,"1460989200","1478449200","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, action packer on wood with hole, inner guy-wires replaced with SS"
3013,11504,455,"1460997000","1478443800","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, action packer on wood with hole, inner guy-wires replaced with SS"
3014,11285,454,"1460999520","1478434500","SENSORGNOME",1,"CA.NS","NULL","1","some water in A.P. on arrivale, re-imaged with feb 2016 software, action packer on wood with hole, inner guy-wires replaced with SS"
3015,11243,1395,"1461007800","1467225000","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, action packer on wood with hole, inner guy-wires replaced with SS"
3016,11622,1489,"1461015900","1467201600","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, inner guys replaced with SS, action packer on wood with hole"
3018,11136,1653,"1461088860","1468792800","SENSORGNOME",1,"CA.NS","NULL","1","replaced BB at this site, replaced old white charge contoller with black SunSaver, re-imaged with feb 2016 software, inner guys replaced with SS, action packer on wood with hole"
3019,11029,443,"1461099600","1480449600","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, inner guys replaced with SS, action packer on wood with hole"
3021,11044,1654,"1461161220","1480442400","SENSORGNOME",1,"CA.NS","NULL","1","new BB and battery, 2 new solar panels, inner guy-wires replaced, feb 2016 software, action packer on blocks with hole, tower raised."
3022,11111,445,"1461168000","1467244800","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, inner guy-wires replaced with SS, action packer on wood with hole, tower raised."
3023,11601,1490,"1461183600","1468771200","SENSORGNOME",1,"CA.NS","NULL","1","port 1 not working on arrival, replaced funcube. Tower moved a few metres over, re-imaged with feb 2016 software, inner guy-wires replaced with SS, action packer on wood with hole, tower raised."
3024,11560,1446,"1461189600","1468774200","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, inner guy-wires replaced with SS, action packer on wood with hole, tower raised."
3025,12151,1444,"1461333600","1478438700","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with feb 2016 software, all guy-wires replaced with SS, action packer on wood with hole, tower raised."
3027,11515,1655,"1461342600","1581090300","SENSORGNOME",1,"PA.PN","NULL","NULL",""
3028,10112,1656,"1461261600","NULL","SENSORGNOME",2,"PA.PN","NULL","NULL","lat/long approximate for now, update from internet connection"
3031,10678,1659,"1461541200","1461714000","SENSORGNOME",1,"US.PA","NULL","2","Existing tower no longer used for hospital radio relay, electric power, no internet"
3032,11128,1659,"1461714060","1525374000","SENSORGNOME",1,"US.PA","NULL","2",""
3033,10677,1660,"1461676680","1509724800","SENSORGNOME",1,"US.PA","NULL","2","10 foot pole mounted on top of Airglow Observatory"
3035,11595,1293,"1461604800","1468956600","SENSORGNOME",1,"CA.NS","NULL","1","Action packer replaced, ants inside, re-imaged with Feb 2016 software, action packer on wood with hole"
3036,11639,1398,"1461605400","1468959600","SENSORGNOME",1,"CA.NS","NULL","1","tower raised, re-imaged with Feb 2016 software, action packer on wood with hole, inner guy-wires replaced"
3038,11661,1292,"1461681720","1479050100","SENSORGNOME",1,"CA.NS","NULL","1","tower raised, re-imaged with Feb 2016 software, action packer on wood with hole"
3039,11484,1295,"1461698400","1478626800","SENSORGNOME",1,"CA.NS","NULL","1","tower raised, re-imaged with Feb 2016 software, action packer on wood with hole, inner guy-wires replaced"
3040,11091,473,"1461760200","1468597500","SENSORGNOME",1,"CA.NS","NULL","1","tower raised, re-imaged with Feb 2016 software, action packer on wood with hole, inner guy-wires replaced"
3041,11037,462,"1461715200","1600128000","SENSORGNOME",1,"CA.NS","NULL","1","March 28 2020. LMA. Reimaged with March 17 update. Older thin guy wire but in good condition. Needs new quick links or carabiners. Removed loose DC converter from pelican case as it has direct power. Data downloaded from July 1[BR][BR]2021-06-03 @kirby: change"
3042,11632,453,"1461715200","1468585800","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised, inner guy wires replaced, re-imaged with Feb 2016 software, action packer on wood with hole"
3044,11177,466,"1461785400","1480003440","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised, re-imaged with Feb 2016 software, inner guy-wires replaced"
3045,11607,449,"1461792480","1493892240","SENSORGNOME",1,"CA.NS","NULL","1","re-imaged with Feb 2016 software, inner guy-wires replaced.[BR]May 4, 2017: Replaced batt & CC; replaced SG and microSD."
3046,11025,474,"1461868800","1468512900","SENSORGNOME",1,"CA.NS","NULL","1","Tower had fallen over was not running on arrival - mast replaced and raised, 3rd row of guy wires attached, re-imaged with feb 2016 software, action packer under wood with hole"
3047,11438,1348,"1461943800","1479900600","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised and antenna corrected after winter shift, re-imaged to feb 2016 software, SP cleaned, action packer on wood with hole"
3048,11525,1661,"1462212840","1549459800","SENSORGNOME",1,"US.NC","NULL","2","4 antennas attached to existing tower"
3049,10435,1662,"1462368840","1465199820","SENSORGNOME",1,"US.SC","NULL","2",""
3051,10004,403,"1461927600","NULL","SENSORGNOME",2,"CA.ON","NULL","9","2020-03-23 all good [Ross C][BR][BR]Moved to this location from Presque'ile Provincial Park"
3052,11282,487,"1461957300","1482192000","SENSORGNOME",1,"CA.ON","NULL","9","Guy-wires cut - site taken down. BB not workin, pulled from  site. Moved from Darlington Provincial Park to this new location."
3053,11606,1347,"1462024800","1479921000","SENSORGNOME",1,"CA.NS","NULL","1","Tower raised, re-imaged with feb 2016 software, tower on wood, action packer on wood with hole, some water present"
3054,11320,400,"1461332100","1478822400","SENSORGNOME",1,"CA.ON","NULL","9","langford gnome moved here. Couldn't change deployment file - running as "
3055,11631,1665,"1440633600","1462381200","SENSORGNOME",1,"CA.NB","NULL","1","taken over from Salda, mounted on roof of school"
3056,11099,1585,"1462383900","1468688400","SENSORGNOME",1,"US.NC","NULL","2","Activated new antenna"
3058,10008,1238,"1462463160","1465998180","SENSORGNOME",1,"CA.ON","NULL","9",""
3060,11631,1665,"1462381200","1478796900","SENSORGNOME",1,"CA.NB","NULL","1","taken over from Salda, mounted on roof of school"
3061,11074,1407,"1458295200","1477501260","LOTEKSRX800",1,"US.VT","NULL","NULL","Located on property owned by Hogback Mountain Conservation Association"
3063,11482,1670,"1461877200","1495444980","LOTEKSRX800",1,"US.VT","NULL","NULL",""
3065,11868,1669,"1458832440","1488053820","LOTEKSRX800",1,"US.MA","NULL","NULL",""
3066,11157,1449,"1458642720","NULL","SENSORGNOME",2,"US.CT","NULL","NULL","No data collected from 9 Sep to 15 Oct 2017 because beagle bone shutdown- restarted on 15 Oct 2017. Was unable to make new deployment online. "
3067,11370,1450,"1459245900","1521935940","SENSORGNOME",1,"US.CT","NULL","NULL","No data collected in early Jan 2017 (about 9 days ~Jan 1 - Jan 9).[BR]No data collected between 25 Oct and 17 Dec 2017 because beaglebone down- fixed by rebooting beaglebone. Was unable to make a new deployment online so listed here.[BR]Receiver fell down betw"
3068,11058,472,"1462890600","1500309000","SENSORGNOME",1,"CA.NB","NULL","1","raised, reimaged, new guys, changed angles[BR]May 9, 2017: Replaced CC; re-set one rebar.[BR]Jul17, 2017: gnome stuck - replaced"
3069,10821,1671,"1462579200","1468627200","SENSORGNOME",1,"US.NJ","NULL","NULL","Serial Number: 1316BBK1032"
3070,10818,1672,"1462924800","1472601600","UNKNOWN",1,"US.NJ","NULL","NULL",""
3071,11340,1673,"1461963600","1479168000","SENSORGNOME",1,"CA.ON","NULL","9","moved here from old site April 28/16, sept 6 foil put over funcubes"
3072,11445,426,"1461845760","1467158400","SENSORGNOME",1,"CA.ON","NULL","9","Re-imaged Sep 16. Nov 28 battery replaced with Hullet's. Wouldn't boot without sd card. 100 w panel. Wouldn't turn on after reboot. Gnome removed, tower taken down."
3073,11952,411,"1461846300","1631923140","SENSORGNOME",1,"CA.ON","NULL","9","2021-09-17 Swapped out for RPi by Jordan and Derek. [BR][BR]23 Nov, 2019-running find when I arrived. Had been saving internally until late July, then offline until early November when it started working again and saving to the SD.  Same as Chesley?[BR]100w pane"
3074,9908,1674,"1462474500","1467158340","SENSORGNOME",1,"CA.ON","NULL","9",""
3075,10005,1675,"1463068800","NULL","SENSORGNOME",2,"CA.ON","NULL","9","Jacob Bruxer has been main contact - jacob.bruxer@gmail.com"
3076,11184,1676,"1458304080","1459185480","LOTEKSRX800",1,"US.OH","NULL","1","NULL"
3078,10819,1554,"1463184000","1472601600","SENSORGNOME",1,"US.NJ","NULL","NULL","Serial Number: 0815BBK1352"
3079,10862,1679,"1462982400","NULL","SENSORGNOME",2,"CA.QC","NULL","NULL","Needs approx heights"
3080,11022,1680,"1463008680","1501624200","SENSORGNOME",1,"US.MD","NULL","1","Base elevation 1.26 m NAVD88 (obtained by Neil Winn from NPS), mast height 10.79 m. "
3083,11132,1324,"1446125400","1449480960","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
3084,11132,1324,"1462892400","1470775440","LOTEKSRX-DL",1,"US.OH","NULL","1",""
3085,11133,1325,"1446370800","1447407900","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
3086,11133,1325,"1447926000","1449224100","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
3087,10784,1325,"1457788020","1459094400","LOTEKSRX-DL",1,"US.OH","NULL","1","NULL"
3088,11133,1325,"1462956420","1470775440","LOTEKSRX-DL",1,"US.OH","NULL","1",""
3089,11184,1676,"1459964880","1464094800","LOTEKSRX800",1,"US.OH","NULL","1","NULL"
3091,11116,1592,"1459101960","1508261520","LOTEKSRX800",1,"US.OH","NULL","1","BCNH/RUBL project"
3092,11184,1592,"1446913800","1449397200","LOTEKSRX800",1,"US.OH","NULL","1","NULL"
3093,11409,1682,"1432580400","1441065600","SENSORGNOME",1,"CA.NB","NULL","1","Needs antenna details"
3095,11471,1684,"1463664000","1546991940","SENSORGNOME",1,"CA.NB","NULL","1","new gnome, taken over from CWS"
3096,11393,1624,"1463604000","1479554640","SENSORGNOME",1,"CA.NB","NULL","1","gear swap - new batt, action packer, solar - needs another solar panel as our 2nd had a loose connection"
3097,10688,687,"1463443200","1480550400","SENSORGNOME",1,"CA.ON","NULL","3","set up tower moved north of spruce due to snow coverage"
3098,10685,1685,"1463443200","1480550400","SENSORGNOME",1,"CA.ON","NULL","3","New station"
3099,10684,1686,"1463529600","1468540800","SENSORGNOME",1,"CA.ON","NULL","3","New station (farther south than anticipated but this is where the Cree boated the parts); only 6 guy wires instead of 8 because short on tighteners; very low marsh, may want to build a platform for th"
3100,11654,1687,"1463529600","1480291200","SENSORGNOME",1,"CA.ON","NULL","3","only 6 guy wires instead of 8 because short on wire tighteners; low ground, may want to build a platform to elevate gnome"
3101,11124,1688,"1463529600","1480291200","SENSORGNOME",1,"CA.ON","NULL","3","battery has note on it saying "
3102,11502,1281,"1463529600","1480550400","SENSORGNOME",1,"CA.ON","NULL","3","omnidirectional antenna not being registered by gnome; battery showing not very charged"
3103,10692,1689,"1463529600","1480550400","SENSORGNOME",1,"CA.ON","NULL","3",""
3105,10406,1691,"1461419100","1463076000","SENSORGNOME",1,"JM.SE","NULL","1",""
3106,11474,1692,"1461482400","1463076000","SENSORGNOME",1,"JM.SE","NULL","1",""
3107,10408,1693,"1461591120","1463076000","SENSORGNOME",1,"JM.SE","NULL","1",""
3108,11095,1694,"1461569400","1462903200","SENSORGNOME",1,"JM.SE","NULL","1",""
3109,10407,1695,"1461571560","1463076000","SENSORGNOME",1,"JM.SE","NULL","1",""
3111,10717,1246,"1437436800","1448928000","SENSORGNOME",1,"US.IL","NULL","NULL","NULL"
3112,10709,1257,"1437696000","1448928000","SENSORGNOME",1,"US.IL","NULL","NULL","NULL"
3113,11580,1697,"1440720000","1449619200","SENSORGNOME",1,"US.IN","NULL","NULL","NULL"
3114,12094,1698,"1460999160","1536944400","LOTEKSRX800",1,"US.MA","NULL","NULL","located on a USF&WS property"
3116,11184,1676,"1464095100","1570233540","LOTEKSRX800",1,"US.OH","NULL","1",""
3117,11127,1320,"1463580300","1463580360","LOTEKSRX600",1,"US.OH","NULL","1",""
3118,11127,1320,"1463580360","1508151360","LOTEKSRX600",1,"US.OH","NULL","1",""
3120,10820,1700,"1464220800","1472601600","SENSORGNOME",1,"US.NJ","NULL","NULL","Serial Number: 1415BBBK0382"
3121,11641,1297,"1464393600","1592760000","SENSORGNOME",1,"CA.ON","NULL","9","2020-06-21. Swapped out BB with dual mode RPi as well as new antennas.[BR][BR]9-element antenna oriented vertically. live feed. 2016-05-28: rebooted system, extended antenna 2 but remained same orientation. April 26 2017 - one of the antenna was pointing down "
3122,11075,1554,"1431302400","1435622400","SENSORGNOME",1,"US.NJ","NULL","NULL",""
3124,10331,1263,"1439942400","1446508800","SENSORGNOME",1,"US.ME","NULL","NULL","3 antennas, all 8-element yagi antennas (telonics)"
3125,11560,465,"1443600000","1444867200","SENSORGNOME",1,"CA.NS","NULL","1","NULL"
3127,12371,1283,"1465070400","1589634000","SENSORGNOME",1,"CA.ON","NULL","9","2020-05-16. Lights on but not flashing on arrival. Swapped out this BB for another.[BR][BR]2019-10-30. Not syncing properly but recording ok. Hasn't synced for a couple months now. BB only saving data on internal 2gb memory.[BR][BR][BR]guy line tightened on April 1/"
